SCHOOL,STATE,CITY,PROGRAM,TYPE,DEPARTMENT,DELIVERY,DURATION,PREREQ,LINK,LOC_LAT,LOC_LONG,WORLD_RANK,COUNTRY,TEACHING,INTERNATIONAL,RESEARCH,CITATIONS,INCOME,TOTAL_SCORE,NUM_STUDENTS,STUDENT_STAFF_RATIO,INTERNATIONAL_STUDENTS,F_M_RATIO,YEAR
Florida International University,Florida,Miami,Master of Science in Health Informatics and Management Systems,M,Chapman Graduate School of Business,Campus,14 months,Not Available,http://business.fiu.edu/fiubusiness/mshims.cfm,25.7571,-80.3776,401-500,United States of America,25.7,32.8,18.1,49.4,32.7,-,32566,25.9,7%,73:40:00,2016
Florida International University,Florida,Miami,Master of Science in Health Informatics and Management Systems,M,Chapman Graduate School of Business,Campus,14 months,Not Available,http://business.fiu.edu/fiubusiness/mshims.cfm,25.7571,-80.3776,401-500,United States of America,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2015
Florida International University,Florida,Miami,Master of Science in Health Informatics and Management Systems,M,Chapman Graduate School of Business,Campus,14 months,Not Available,http://business.fiu.edu/fiubusiness/mshims.cfm,25.7571,-80.3776,401-500,United States of America,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2014
Florida International University,Florida,Miami,Master of Science in Health Informatics and Management Systems,M,Chapman Graduate School of Business,Campus,14 months,Not Available,http://business.fiu.edu/fiubusiness/mshims.cfm,25.7571,-80.3776,401-500,United States of America,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2013
Florida International University,Florida,Miami,Master of Science in Health Informatics and Management Systems,M,Chapman Graduate School of Business,Campus,14 months,Not Available,http://business.fiu.edu/fiubusiness/mshims.cfm,25.7571,-80.3776,401-500,United States of America,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2012
Florida International University,Florida,Miami,Master of Science in Health Informatics and Management Systems,M,Chapman Graduate School of Business,Campus,14 months,Not Available,http://business.fiu.edu/fiubusiness/mshims.cfm,25.7571,-80.3776,401-500,United States of America,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2011
George Mason University,Virginia,Fairfax,"MS in Computational Science, MS in Data Analytics Engineering, Masters in Information Systems, Spatial Business Intelligence Graduate Certificate",M,Department of Computational and Data Sciences,Campus,30 credits,math,https://cs.gmu.edu/programs/masters/infs/arequire.html,38.8309,-77.3079,351-400,United States of America,29.6,36.9,21.2,64.9,29.1,-,26622,17,7%,74:40:00,2016
George Mason University,Virginia,Fairfax,"MS in Computational Science, MS in Data Analytics Engineering, Masters in Information Systems, Spatial Business Intelligence Graduate Certificate",M,Department of Computational and Data Sciences,Campus,30 credits,math,https://cs.gmu.edu/programs/masters/infs/arequire.html,38.8309,-77.3079,351-400,United States of America,26.3,35.8,20.3,53.9,28.7,-,26622,17,7%,54:46:00,2015
George Mason University,Virginia,Fairfax,"MS in Computational Science, MS in Data Analytics Engineering, Masters in Information Systems, Spatial Business Intelligence Graduate Certificate",M,Department of Computational and Data Sciences,Campus,30 credits,math,https://cs.gmu.edu/programs/masters/infs/arequire.html,38.8309,-77.3079,351-400,United States of America,24.5,37.3,18,54.9,28.8,-,26622,17,7%,54:46:00,2014
George Mason University,Virginia,Fairfax,"MS in Computational Science, MS in Data Analytics Engineering, Masters in Information Systems, Spatial Business Intelligence Graduate Certificate",M,Department of Computational and Data Sciences,Campus,30 credits,math,https://cs.gmu.edu/programs/masters/infs/arequire.html,38.8309,-77.3079,351-400,United States of America,27.2,34.9,19.7,53,28.2,-,26622,17,7%,54:46:00,2013
George Mason University,Virginia,Fairfax,"MS in Computational Science, MS in Data Analytics Engineering, Masters in Information Systems, Spatial Business Intelligence Graduate Certificate",M,Department of Computational and Data Sciences,Campus,30 credits,math,https://cs.gmu.edu/programs/masters/infs/arequire.html,38.8309,-77.3079,351-400,United States of America,29.3,23.8,17.7,42.6,25.1,-,26622,17,7%,54:46:00,2012
George Mason University,Virginia,Fairfax,"MS in Computational Science, MS in Data Analytics Engineering, Masters in Information Systems, Spatial Business Intelligence Graduate Certificate",M,Department of Computational and Data Sciences,Campus,30 credits,math,https://cs.gmu.edu/programs/masters/infs/arequire.html,38.8309,-77.3079,351-400,United States of America,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2011
George Washington University,District of Columbia,Washington,"Certificate in Business Analytics, MS - Master in Business Analytics, Master of Science in Information Systems Technology, Master of Science in Data Science, Online MS in Management of Health Informatics and Analytics",C,"Institute for Integrating Statistics in Decision Sciences, (I2SDS)&com",Campus,9 credits,Not Available,https://publichealthonline.gwu.edu/health-informatics/academics/,38.8987,-77.0479,201-250,United States of America,44.7,48.1,23.5,65.7,29.5,-,20541,12,16%,75:40:00,2016
George Washington University,District of Columbia,Washington,"Certificate in Business Analytics, MS - Master in Business Analytics, Master of Science in Information Systems Technology, Master of Science in Data Science, Online MS in Management of Health Informatics and Analytics",C,"Institute for Integrating Statistics in Decision Sciences, (I2SDS)&com",Campus,9 credits,Not Available,https://publichealthonline.gwu.edu/health-informatics/academics/,38.8987,-77.0479,201-250,United States of America,44.6,39.9,25.1,70,29.3,45.6,20541,12,16%,56:44:00,2015
George Washington University,District of Columbia,Washington,"Certificate in Business Analytics, MS - Master in Business Analytics, Master of Science in Information Systems Technology, Master of Science in Data Science, Online MS in Management of Health Informatics and Analytics",C,"Institute for Integrating Statistics in Decision Sciences, (I2SDS)&com",Campus,9 credits,Not Available,https://publichealthonline.gwu.edu/health-informatics/academics/,38.8987,-77.0479,201-250,United States of America,45.6,36,26.3,65.9,30,44.8,20541,12,16%,56:44:00,2014
George Washington University,District of Columbia,Washington,"Certificate in Business Analytics, MS - Master in Business Analytics, Master of Science in Information Systems Technology, Master of Science in Data Science, Online MS in Management of Health Informatics and Analytics",C,"Institute for Integrating Statistics in Decision Sciences, (I2SDS)&com",Campus,9 credits,Not Available,https://publichealthonline.gwu.edu/health-informatics/academics/,38.8987,-77.0479,201-250,United States of America,48.1,36.6,28,77.1,30,49.4,20541,12,16%,56:44:00,2013
George Washington University,District of Columbia,Washington,"Certificate in Business Analytics, MS - Master in Business Analytics, Master of Science in Information Systems Technology, Master of Science in Data Science, Online MS in Management of Health Informatics and Analytics",C,"Institute for Integrating Statistics in Decision Sciences, (I2SDS)&com",Campus,9 credits,Not Available,https://publichealthonline.gwu.edu/health-informatics/academics/,38.8987,-77.0479,201-250,United States of America,44.2,38.3,33.6,73.2,-,49,20541,12,16%,56:44:00,2012
George Washington University,District of Columbia,Washington,"Certificate in Business Analytics, MS - Master in Business Analytics, Master of Science in Information Systems Technology, Master of Science in Data Science, Online MS in Management of Health Informatics and Analytics",C,"Institute for Integrating Statistics in Decision Sciences, (I2SDS)&com",Campus,9 credits,Not Available,https://publichealthonline.gwu.edu/health-informatics/academics/,38.8987,-77.0479,201-250,United States of America,60.6,39.6,43.1,70.2,-,57.3,20541,12,16%,56:44:00,2011
Georgetown University,District of Columbia,Washington,"Certificate in Data Science, Master of Science in Analytics, Concentration in Data Sciences (MS-DS)",C,Center for Continuing & Professional Education,Campus,8 courses,"math,computer science",http://scs.georgetown.edu/programs_nc/CE0124/data-analytics,38.9088,-77.0735,94,United States of America,54.4,52.7,39.3,82.5,80.7,58.8,15408,8.5,14%,76:40:00,2016
Georgetown University,District of Columbia,Washington,"Certificate in Data Science, Master of Science in Analytics, Concentration in Data Sciences (MS-DS)",C,Center for Continuing & Professional Education,Campus,8 courses,"math,computer science",http://scs.georgetown.edu/programs_nc/CE0124/data-analytics,38.9088,-77.0735,94,United States of America,51.1,43.3,28.2,62.2,80,47.7,15408,8.5,14%,53:47:00,2015
Georgetown University,District of Columbia,Washington,"Certificate in Data Science, Master of Science in Analytics, Concentration in Data Sciences (MS-DS)",C,Center for Continuing & Professional Education,Campus,8 courses,"math,computer science",http://scs.georgetown.edu/programs_nc/CE0124/data-analytics,38.9088,-77.0735,94,United States of America,51.9,43.6,25.6,62.3,71.9,47,15408,8.5,14%,53:47:00,2014
Georgetown University,District of Columbia,Washington,"Certificate in Data Science, Master of Science in Analytics, Concentration in Data Sciences (MS-DS)",C,Center for Continuing & Professional Education,Campus,8 courses,"math,computer science",http://scs.georgetown.edu/programs_nc/CE0124/data-analytics,38.9088,-77.0735,94,United States of America,56.4,32.9,35.6,59.8,-,48.9,15408,8.5,14%,53:47:00,2013
Georgetown University,District of Columbia,Washington,"Certificate in Data Science, Master of Science in Analytics, Concentration in Data Sciences (MS-DS)",C,Center for Continuing & Professional Education,Campus,8 courses,"math,computer science",http://scs.georgetown.edu/programs_nc/CE0124/data-analytics,38.9088,-77.0735,94,United States of America,52.5,29.1,40.4,57.7,-,48,15408,8.5,14%,53:47:00,2012
Georgetown University,District of Columbia,Washington,"Certificate in Data Science, Master of Science in Analytics, Concentration in Data Sciences (MS-DS)",C,Center for Continuing & Professional Education,Campus,8 courses,"math,computer science",http://scs.georgetown.edu/programs_nc/CE0124/data-analytics,38.9088,-77.0735,94,United States of America,65.1,24.7,44.7,45,-,50.1,15408,8.5,14%,53:47:00,2011
Georgia Institute of Technology,Georgia,Atlanta,"MS - Computer Science with specialization in machine learning, MS in Analytics",M,College of Computing,Campus,36 credit hours,Not Available,http://www.cc.gatech.edu/future/masters/mscs/program,33.7737,-84.396,NA,NA,57.8,71.5,72.7,86,73.7,72.1,19967,20.1,26%,77:40:00,2016
Georgia Institute of Technology,Georgia,Atlanta,"MS - Computer Science with specialization in machine learning, MS in Analytics",M,College of Computing,Campus,36 credit hours,Not Available,http://www.cc.gatech.edu/future/masters/mscs/program,33.7737,-84.396,NA,NA,62.5,68.9,71.2,85.8,72.3,72.8,19967,20.1,26%,31 : 69,2015
Georgia Institute of Technology,Georgia,Atlanta,"MS - Computer Science with specialization in machine learning, MS in Analytics",M,College of Computing,Campus,36 credit hours,Not Available,http://www.cc.gatech.edu/future/masters/mscs/program,33.7737,-84.396,NA,NA,59.4,67.8,68.6,87.9,71.3,71.6,19967,20.1,26%,31 : 69,2014
Georgia Institute of Technology,Georgia,Atlanta,"MS - Computer Science with specialization in machine learning, MS in Analytics",M,College of Computing,Campus,36 credit hours,Not Available,http://www.cc.gatech.edu/future/masters/mscs/program,33.7737,-84.396,NA,NA,70.2,66.3,79.5,90.3,74.9,78.8,19967,20.1,26%,31 : 69,2013
Georgia Institute of Technology,Georgia,Atlanta,"MS - Computer Science with specialization in machine learning, MS in Analytics",M,College of Computing,Campus,36 credit hours,Not Available,http://www.cc.gatech.edu/future/masters/mscs/program,33.7737,-84.396,NA,NA,66.6,65,73.8,91.9,99.2,77,19967,20.1,26%,31 : 69,2012
Georgia Institute of Technology,Georgia,Atlanta,"MS - Computer Science with specialization in machine learning, MS in Analytics",M,College of Computing,Campus,36 credit hours,Not Available,http://www.cc.gatech.edu/future/masters/mscs/program,33.7737,-84.396,NA,NA,67.9,73.2,72.6,83.2,95.1,75.3,19967,20.1,26%,31 : 69,2011
Harvard University,Massachusetts,Cambridge,"Master of Science in Computational Biology and Quantitative Genetics,Data Science Certificate",M,School of Public Health,Campus,80 credits/18 months,technical bachelor's degree,http://www.extension.harvard.edu/tuition-enrollment/course-registration,42.3744,-71.1182,4,United States of America,83.6,77.2,99,99.8,45.2,91.6,20152,8.9,25%,78:40:00,2016
Harvard University,Massachusetts,Cambridge,"Master of Science in Computational Biology and Quantitative Genetics,Data Science Certificate",M,School of Public Health,Campus,80 credits/18 months,technical bachelor's degree,http://www.extension.harvard.edu/tuition-enrollment/course-registration,42.3744,-71.1182,4,United States of America,92.9,67.6,98.6,98.9,44,93.3,20152,8.9,25%,0:00:00,2015
Harvard University,Massachusetts,Cambridge,"Master of Science in Computational Biology and Quantitative Genetics,Data Science Certificate",M,School of Public Health,Campus,80 credits/18 months,technical bachelor's degree,http://www.extension.harvard.edu/tuition-enrollment/course-registration,42.3744,-71.1182,4,United States of America,95.3,66.2,98.5,99.1,40.6,93.9,20152,8.9,25%,0:00:00,2014
Harvard University,Massachusetts,Cambridge,"Master of Science in Computational Biology and Quantitative Genetics,Data Science Certificate",M,School of Public Health,Campus,80 credits/18 months,technical bachelor's degree,http://www.extension.harvard.edu/tuition-enrollment/course-registration,42.3744,-71.1182,4,United States of America,94.9,63.7,98.6,99.2,39.9,93.6,20152,8.9,25%,0:00:00,2013
Harvard University,Massachusetts,Cambridge,"Master of Science in Computational Biology and Quantitative Genetics,Data Science Certificate",M,School of Public Health,Campus,80 credits/18 months,technical bachelor's degree,http://www.extension.harvard.edu/tuition-enrollment/course-registration,42.3744,-71.1182,4,United States of America,95.8,67.5,97.4,99.8,35.9,93.9,20152,8.9,25%,0:00:00,2012
Harvard University,Massachusetts,Cambridge,"Master of Science in Computational Biology and Quantitative Genetics,Data Science Certificate",M,School of Public Health,Campus,80 credits/18 months,technical bachelor's degree,http://www.extension.harvard.edu/tuition-enrollment/course-registration,42.3744,-71.1182,4,United States of America,99.7,72.4,98.7,98.8,34.5,96.1,20152,8.9,25%,0:00:00,2011
